ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
Denmark,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2020,979
Denmark,TBC,Tobacco consumption,15 years or over,Total,Grammes per person,2021,1027
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,20.9
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2011,18.4
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2012,18.4
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,17.6
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,17
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,16
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2016,17.3
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2017,18.1
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,15.7
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,17.6
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,17.7
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2021,21
Luxembourg,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2022,21.2
Belgium,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2013,21.6
Belgium,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,18.9
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2010,49.2
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2015,48.6
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2018,47.9
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,48
China (People’s Republic of),SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2020,47.8
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,26.2
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,24.3
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,31.8
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,29.2
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,28.8
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,28.8
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,27
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,27.7
France,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,27.9
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,15
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,15
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,14.6
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,14.2
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,13.8
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,14.1
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,14.1
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,13.6
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,13.9
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,13.7
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,13.8
United States,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,13.5
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2010,22.4
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2011,20.1
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,19.5
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,19.7
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,19
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,20.4
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,14.3
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,15
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,12.8
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,13.8
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,10.2
Netherlands,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,13.7
Chile,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,22.8
Chile,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,6.9
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,20.2
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,18.6
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,18.8
Spain,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,16.5
Colombia,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,13
Croatia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,20.5
Croatia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,17.7
Latvia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,15.3
Latvia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,12.6
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2012,17.4
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2013,16.3
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,19.2
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,17.8
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,17.9
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,12.6
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,12.6
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,13
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,12.4
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,5.4
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2022,6.2
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,21
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,20.6
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,20.3
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,20.2
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,20.2
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,12.9
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,12.2
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,11.4
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,10.7
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,9.9
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,9.2
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,8.3
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,7.5
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,6.7
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,5.9
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,5.1
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,4.3
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,5.8
Chile,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,24.5
Chile,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,17.6
Hungary,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,13.9
Hungary,TBC,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,12.2
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,27.8
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,28.2
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,33.2
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,29.8
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,27
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,24.5
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,20.1
