ReferenceArea,MEASURE,Measure,Age,Sex,UnitOfMeasure,TIME_PERIOD,OBS_VALUE
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2014,19.2
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2015,17.8
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2016,17.9
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2017,12.6
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2018,12.6
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2019,13
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2020,12.4
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2021,5.4
New Zealand,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Male,Percentage of population,2022,6.2
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,21
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,20.6
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,20.3
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,20.2
South Africa,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,20.2
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,12.9
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,12.2
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,11.4
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,10.7
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,9.9
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,9.2
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,8.3
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,7.5
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,6.7
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,5.9
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,5.1
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,4.3
Costa Rica,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,5.8
Chile,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,24.5
Chile,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,17.6
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,27.8
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,28.2
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,33.2
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,29.8
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,27
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,24.5
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,20.1
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,21
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,18.9
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,14.8
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,14.2
Czechia,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,14.1
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2010,3.5
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2011,6.5
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2012,4.7
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2013,4.3
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2014,3.8
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2015,4.1
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2016,2.6
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2017,4.4
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2018,5.9
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2019,5.2
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2020,5
Korea,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Female,Percentage of population,2021,5.3
Portugal,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,16.8
Portugal,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,14.2
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,17.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,16.8
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,16.5
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,15.9
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,14.9
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,15.8
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,15.3
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,15
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,15.1
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,14.9
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2020,15.4
Italy,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2021,15.5
Poland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,22.7
Poland,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,17.1
Portugal,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,15.1
Portugal,SP_DS,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,12.4
Austria,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2014,26.5
Austria,SP_DS,Share of population who are daily smokers,15 years or over,Male,Percentage of population,2019,23.5
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,19
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,17
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,16
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,15
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,13
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,13
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,12
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,11
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,12
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,9
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,9
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,8
Norway,SP_DS,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,7
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2010,8.4
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2011,9.7
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2012,9
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2013,8.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2014,8.5
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2015,7.9
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2016,8.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2017,7.2
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2018,8.1
Japan,SP_DS,Share of population who are daily smokers,15 years or over,Female,Percentage of population,2019,7.6
