ReferenceArea,UnitOfMeasure,Age,Sex,CANCER_SITE,CancerSite,TIME_PERIOD,OBS_VALUE
Türkiye,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2002,8
Türkiye,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,14.8
Türkiye,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,40.6
Austria,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2000,219.6
Austria,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2002,238.1
Austria,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,218.6
Austria,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,222.7
Canada,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2002,327.4
Canada,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,325.9
Canada,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,320.8
Israel,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,288.3
Israel,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,283.2
Iceland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2002,8.3
Iceland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,6.3
Iceland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,7.9
Portugal,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,5.5
Portugal,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,6
Portugal,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,6
Portugal,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,8.3
Canada,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,55.8
Canada,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,40.3
Canada,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,42.5
Mexico,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,147.3
Mexico,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,128.4
Mexico,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,131.5
United States,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2002,308.8
United States,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,274.4
United States,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,297.4
Austria,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,12
Austria,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,14.3
Austria,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,16.2
Austria,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,19.5
Mexico,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2002,144.5
Mexico,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,132.9
Mexico,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,123.9
Slovenia,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,13.7
Slovenia,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,10.5
Denmark,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2000,15.3
Denmark,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2002,12.6
Denmark,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,11
Denmark,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,10.6
Sweden,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,33
Sweden,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,33.4
Sweden,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,31.7
Sweden,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,32.3
Portugal,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,40.6
Portugal,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,36
Portugal,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,40.6
Portugal,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,41.8
Costa Rica,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,5
United States,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,357.7
United States,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,300.2
United States,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,318
Austria,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2000,67.2
Austria,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,70.5
Austria,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,69.9
Austria,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,68
United States,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,44.6
United States,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,34.1
United States,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,28.5
Finland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2000,4.2
Finland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2002,4.3
Finland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,3.7
Finland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,4.3
Belgium,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2000,234.6
Belgium,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2002,245
Belgium,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,276.2
Belgium,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,288.9
United Kingdom,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,34.7
United Kingdom,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,36.5
United Kingdom,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,31.8
United Kingdom,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,30
Ireland,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,29.1
Ireland,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,29.8
Ireland,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,30.6
Ireland,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,31.3
Mexico,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2002,29.5
Mexico,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,19.2
Mexico,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,23.3
Mexico,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2002,29.9
Mexico,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,33.4
Mexico,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,27.3
Ireland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2000,71.6
Ireland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,74.9
Ireland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,93.9
Ireland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,92.3
Iceland,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,34
Iceland,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,34.9
Iceland,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,28.9
Iceland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2002,81
Iceland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,102.2
Iceland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,106.6
Türkiye,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2002,91.2
Türkiye,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,112.8
Türkiye,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,161.6
Sweden,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2000,262
Sweden,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2002,277.5
Sweden,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,286.6
Sweden,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,296.8
South Africa,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,31.7
Latvia,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,206.5
Türkiye,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2002,137.3
Türkiye,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,182.3
Türkiye,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,257.8
Finland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2000,78.4
Finland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,84.7
Finland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,86.6
Finland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,89.4
Germany,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2000,273.8
Germany,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,283.3
Germany,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,282.1
Germany,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,283.8
Korea,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,20.4
Korea,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,38.9
Korea,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,52.1
Switzerland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2000,70.1
Switzerland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,81.7
Switzerland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,89.4
Switzerland,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,83.1
Israel,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,40.4
Israel,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,35.9
United States,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,61.9
United States,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,49.5
United States,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,44.2
South Africa,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,9.5
Poland,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,82
Poland,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,70.6
Poland,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,60.5
Denmark,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2000,31.2
Denmark,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2002,39.3
Denmark,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,72.5
Denmark,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,91.3
Hungary,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,94.6
Hungary,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,79.3
Hungary,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,76.6
Finland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2000,72.9
Finland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2002,84.4
Finland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,96.6
Finland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,96.6
Latvia,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,58
Switzerland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2000,7.2
Switzerland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2002,8.3
Switzerland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,4
Switzerland,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,3.6
New Zealand,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,331
New Zealand,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,309.2
New Zealand,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,295
Austria,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2000,49.8
Austria,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2002,71.4
Austria,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,83.1
Austria,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,74.7
South Africa,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,15.6
Finland,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2000,259.3
Finland,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2002,264.1
Finland,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,283
Finland,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,290.1
Israel,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,55.1
Israel,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,84.3
Austria,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2000,11.9
Austria,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2002,10.9
Austria,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2008,7.8
Austria,Cases per 100 000 persons,Total,Female,CICDCRVX,Malignant neoplasms of cervix uteri,2012,5.8
Brazil,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,12.2
Spain,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,32
Spain,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,36.8
Spain,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,39.7
Spain,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,43.9
Japan,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2002,261.5
Japan,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,247.3
Japan,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,260.4
Slovak Republic,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,67.5
Slovak Republic,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,49.2
Slovak Republic,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,47.5
Denmark,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,38.8
Denmark,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,41
Denmark,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,45.2
Denmark,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,45.9
Austria,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,34.7
Austria,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,35
Austria,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,28.6
Austria,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,26
Luxembourg,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,36.3
Luxembourg,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,37.5
Luxembourg,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,30.9
Luxembourg,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,28.4
Portugal,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2000,55.3
Portugal,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2002,55.5
Portugal,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2008,60
Portugal,Cases per 100 000 persons,Total,Female,CICDMNBR,Malignant neoplasms of female breast,2012,67.6
Luxembourg,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,60.5
Luxembourg,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,61.3
Luxembourg,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,46.4
Luxembourg,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,39.9
Greece,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,17.4
Greece,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,19.4
Greece,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,15.4
Greece,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,16.3
Switzerland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2000,56.6
Switzerland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2002,77.3
Switzerland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2008,91.3
Switzerland,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,107.2
Chile,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,19.9
Chile,Cases per 100 000 persons,Total,Male,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,17.1
New Zealand,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2002,363.1
New Zealand,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,337.6
New Zealand,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,320.1
Poland,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2002,256.1
Poland,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2008,225.1
Poland,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,229.6
Slovenia,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,35.5
Slovenia,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,37
Iceland,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,30.5
Iceland,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,30.4
Iceland,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,28.4
Finland,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,21.2
Finland,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,21.1
Finland,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,19.8
Finland,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,19.7
South Africa,Cases per 100 000 persons,Total,Male,CICDMNPR,Malignant neoplasms of prostate,2012,67.9
Chile,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2008,159.5
Chile,Cases per 100 000 persons,Total,Female,CICDTUME,Malignant neoplasms,2012,163.3
Australia,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2002,347.2
Australia,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2008,360.5
Australia,Cases per 100 000 persons,Total,Male,CICDTUME,Malignant neoplasms,2012,373.9
Netherlands,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,17.5
Netherlands,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,17.9
Netherlands,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,26.1
Netherlands,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,31.6
Austria,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,26.1
Austria,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,27.8
Austria,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,22.2
Austria,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,19.6
Denmark,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2000,34.7
Denmark,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,37
Denmark,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,39.7
Denmark,Cases per 100 000 persons,Total,Total,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,40.5
Lithuania,Cases per 100 000 persons,Total,Male,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,31.2
Spain,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,28.6
Spain,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,30.6
Spain,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,28.8
Spain,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,30.3
Mexico,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,7
Mexico,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,6.1
Mexico,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,6.7
New Zealand,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,42.2
New Zealand,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,37.5
New Zealand,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,33.5
Russia,Cases per 100 000 persons,Total,Total,CICDTUME,Malignant neoplasms,2012,204.3
Costa Rica,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,7.3
Australia,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2002,35.9
Australia,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2008,32.1
Australia,Cases per 100 000 persons,Total,Female,CICDNCRA,"Malignant neoplasms of colon, rectum and anus",2012,32
Slovak Republic,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,38.5
Slovak Republic,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2008,26.7
Slovak Republic,Cases per 100 000 persons,Total,Total,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2012,28.3
Denmark,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2000,27.7
Denmark,Cases per 100 000 persons,Total,Female,CICDCANC,"Malignant neoplasms of trachea, bronchus, lung",2002,29.8
